TransactionID,Date,Hour,TransactionType,Amount,CardType,Location,Num_Transactions_Day,Account_Age_Years,Failed_Attempts,Distance_From_Home_km,Is_Fraud
TXN002235,2024-02-21,12,Online Purchase,704.29,Credit,Domestic,4,7.02,0,14.5,0
TXN002236,2024-02-28,13,Online Purchase,149.52,Debit,Domestic,6,8.25,0,20.76,0
TXN002237,2024-11-10,20,ATM Withdrawal,331.46,Debit,International,5,8.02,1,31.31,0
TXN002238,2024-10-14,16,Bank Transfer,452.2,Debit,International,2,13.72,1,2.25,0
TXN002239,2024-03-13,15,Bank Transfer,582.88,Credit,Domestic,4,13.45,0,109.64,0
TXN002240,2024-04-14,14,Online Purchase,27.64,Credit,International,0,1.93,0,117.02,0
TXN002241,2024-02-16,16,Online Purchase,99.91,Credit,International,1,5.24,0,54.19,0
TXN002242,2024-03-09,1,International,106.5,Debit,International,2,11.32,0,18.99,0
TXN002243,2024-06-01,11,Online Purchase,152.49,Credit,Domestic,5,10.29,0,24.33,0
TXN002244,2024-10-04,2,POS Payment,56.36,Credit,Domestic,2,9.5,0,66.22,0
TXN002245,2024-11-11,8,POS Payment,181.4,Credit,Domestic,3,14.91,0,16.86,0
TXN002246,2024-10-03,5,POS Payment,282.08,Credit,Domestic,5,5.12,0,46.94,0
TXN002247,2024-07-01,5,Online Purchase,181.97,Debit,Domestic,2,7.78,0,118.37,0
TXN002248,2024-11-28,6,POS Payment,284.0,Debit,Domestic,1,14.69,0,26.42,0
TXN002249,2024-09-05,7,POS Payment,27.19,Debit,Domestic,1,10.46,0,44.22,0
TXN002250,2024-12-12,2,Bank Transfer,531.84,Credit,International,3,9.77,0,131.97,0
TXN002251,2024-12-06,23,Online Purchase,709.5,Credit,Domestic,3,2.41,0,20.82,0
TXN002252,2024-03-31,14,Online Purchase,250.52,Debit,Domestic,5,3.78,0,71.28,0
TXN002253,2024-01-11,21,Online Purchase,542.98,Credit,Domestic,1,5.72,0,70.35,0
TXN002254,2024-01-08,5,ATM Withdrawal,45.23,Debit,International,2,7.03,0,131.9,0
TXN002255,2024-08-21,10,Bank Transfer,409.19,Credit,International,3,7.51,0,97.8,0
TXN002256,2024-06-06,2,ATM Withdrawal,41.72,Credit,Domestic,0,13.54,2,69.08,1
TXN002257,2024-05-27,15,ATM Withdrawal,141.07,Credit,Domestic,5,1.7,0,50.6,0
TXN002258,2024-05-13,5,ATM Withdrawal,107.82,Debit,Domestic,2,3.8,0,13.8,0
TXN002259,2024-11-26,10,Bank Transfer,230.23,Credit,Domestic,5,2.24,0,55.53,0
TXN002260,2024-01-12,7,International,10416.27,Debit,Domestic,2,11.06,2,16.18,0
TXN002261,2024-10-25,22,Online Purchase,263.55,Debit,Domestic,5,14.56,0,28.99,0
TXN002262,2024-05-15,9,ATM Withdrawal,124.47,Credit,Domestic,4,13.42,0,61.84,0
TXN002263,2024-04-23,9,Online Purchase,502.94,Credit,Domestic,3,10.88,0,56.18,0
TXN002264,2024-03-19,22,Bank Transfer,261.2,Debit,International,2,0.42,0,25.64,0
TXN002265,2024-12-30,2,Bank Transfer,70.61,Credit,Domestic,2,5.27,2,10.09,0
TXN002266,2024-06-08,13,International,112.42,Debit,Domestic,4,12.97,0,33.1,0
TXN002267,2024-11-14,18,Online Purchase,480.02,Debit,Domestic,3,9.83,0,15.73,0
TXN002268,2024-06-21,20,International,132.14,Credit,Domestic,5,3.22,0,14.75,0
TXN002269,2024-09-09,20,Online Purchase,201.86,Credit,Domestic,1,7.05,0,19.79,0
TXN002270,2024-10-30,8,Bank Transfer,271.7,Credit,Domestic,3,1.41,0,61.25,0
TXN002271,2024-04-09,12,Online Purchase,116.85,Credit,Domestic,1,7.86,0,34.39,0
TXN002272,2024-03-24,8,POS Payment,97.03,Credit,Domestic,3,13.53,0,23.35,0
TXN002273,2024-10-11,20,ATM Withdrawal,171.21,Debit,International,4,0.68,0,115.43,0
TXN002274,2024-08-29,11,Bank Transfer,70.48,Debit,International,5,9.25,0,61.34,0
TXN002275,2024-01-28,13,POS Payment,93.59,Debit,Domestic,7,3.57,0,34.13,0
TXN002276,2024-11-08,4,Online Purchase,26.02,Debit,Domestic,2,14.86,3,27.35,0
TXN002277,2024-07-27,5,Online Purchase,100.59,Credit,International,4,1.07,0,85.43,0
TXN002278,2024-12-28,12,POS Payment,5948.46,Credit,Domestic,0,9.3,1,9.49,0
TXN002279,2024-08-14,12,Online Purchase,3109.13,Credit,Domestic,3,3.92,0,54.56,0
TXN002280,2024-02-27,23,Online Purchase,232.73,Credit,Domestic,1,13.25,0,1.06,0
TXN002281,2024-09-18,5,ATM Withdrawal,397.07,Credit,Domestic,2,1.92,0,0.35,0
TXN002282,2024-05-16,13,Bank Transfer,21.61,Credit,Domestic,2,6.5,0,134.25,0
TXN002283,2024-03-04,10,Online Purchase,38.16,Debit,Domestic,3,2.86,0,36.08,0
TXN002284,2024-05-08,12,Online Purchase,431.22,Debit,Domestic,1,12.01,0,18.93,0
TXN002285,2024-08-16,11,Online Purchase,254.24,Credit,Domestic,1,5.34,0,79.16,0
TXN002286,2024-08-04,15,ATM Withdrawal,62.98,Debit,Domestic,3,2.88,0,209.42,0
TXN002287,2024-05-19,5,POS Payment,139.71,Debit,International,1,10.92,0,1.75,0
TXN002288,2024-12-07,8,International,203.41,Credit,Domestic,2,12.28,0,1.93,0
TXN002289,2024-05-07,16,Bank Transfer,473.85,Credit,Domestic,4,6.99,0,96.48,0
TXN002290,2024-09-09,19,Online Purchase,25.58,Debit,Domestic,1,5.74,0,40.68,0
TXN002291,2024-01-29,15,International,237.03,Debit,Domestic,1,9.52,0,107.17,0
TXN002292,2024-10-18,11,ATM Withdrawal,325.61,Debit,Domestic,3,9.81,2,59.31,0
TXN002293,2024-06-15,17,Online Purchase,962.95,Credit,Domestic,2,9.95,3,31.8,0
TXN002294,2024-02-10,8,International,421.47,Credit,International,1,4.21,0,8.8,1
TXN002295,2024-11-05,2,POS Payment,5195.97,Credit,Domestic,1,14.13,0,24.7,0
TXN002296,2024-06-04,9,Bank Transfer,319.11,Debit,Domestic,1,3.28,0,77.36,0
TXN002297,2024-05-22,10,Bank Transfer,370.22,Credit,Domestic,2,5.67,0,13.32,0
TXN002298,2024-03-11,1,Online Purchase,337.09,Credit,Domestic,1,4.33,0,62.3,0
TXN002299,2024-07-02,7,Online Purchase,438.9,Credit,Domestic,4,13.97,3,14.21,0
TXN002300,2024-07-03,19,Bank Transfer,595.15,Credit,Domestic,1,12.44,0,31.14,0
TXN002301,2024-07-14,10,Online Purchase,35.9,Credit,International,4,12.19,0,4.47,0
TXN002302,2024-06-30,17,ATM Withdrawal,37.67,Debit,Domestic,5,0.17,2,30.35,0
TXN002303,2024-09-23,19,POS Payment,407.9,Credit,International,3,10.32,1,47.43,0
TXN002304,2024-02-17,6,POS Payment,82.71,Credit,Domestic,5,3.53,0,41.43,0
TXN002305,2024-03-18,13,ATM Withdrawal,13217.22,Credit,Domestic,1,14.52,0,26.08,0
TXN002306,2024-09-10,6,POS Payment,138.22,Debit,Domestic,5,8.01,0,23.08,0
TXN002307,2024-10-25,0,POS Payment,3394.93,Credit,Domestic,3,8.51,1,16.11,0
TXN002308,2024-11-10,11,Bank Transfer,43.83,Credit,Domestic,3,5.41,2,72.86,0
TXN002309,2024-12-13,0,Online Purchase,288.56,Debit,Domestic,4,8.1,0,76.31,0
TXN002310,2024-07-17,2,Online Purchase,10.91,Credit,Domestic,2,11.27,0,32.99,0
TXN002311,2024-06-05,1,Online Purchase,39.06,Credit,Domestic,3,8.47,0,24.11,0
TXN002312,2024-04-07,2,Online Purchase,118.02,Debit,Domestic,2,9.65,0,50.73,0
TXN002313,2024-07-19,3,Online Purchase,31.83,Credit,Domestic,4,7.14,0,40.79,0
TXN002314,2024-02-03,13,Online Purchase,477.54,Credit,International,3,10.77,2,55.02,0
TXN002315,2024-03-19,22,ATM Withdrawal,508.9,Debit,Domestic,1,13.5,0,18.27,0
TXN002316,2024-09-14,17,International,362.21,Debit,Domestic,3,0.86,0,77.64,0
TXN002317,2024-09-28,22,Online Purchase,12858.48,Debit,Domestic,4,1.7,0,19.04,1
TXN002318,2024-11-27,4,Bank Transfer,195.19,Credit,International,0,10.32,1,27.13,0
TXN002319,2024-10-19,14,Bank Transfer,7829.02,Credit,Domestic,3,5.73,0,7.1,0
TXN002320,2024-09-08,15,Online Purchase,92.57,Debit,Domestic,2,4.3,0,96.68,0
TXN002321,2024-05-02,7,International,191.42,Credit,Domestic,3,2.76,0,51.68,0
TXN002322,2024-12-01,23,Bank Transfer,13515.67,Credit,Domestic,1,8.63,0,13.41,0
TXN002323,2024-10-06,20,ATM Withdrawal,34.86,Debit,International,1,5.28,0,95.43,0
TXN002324,2024-05-24,7,POS Payment,97.99,Credit,Domestic,4,7.67,0,61.0,1
TXN002325,2024-03-26,6,Online Purchase,663.03,Debit,Domestic,3,14.38,0,29.19,0
TXN002326,2024-08-20,5,Bank Transfer,150.15,Credit,Domestic,5,11.4,0,229.48,0
TXN002327,2024-05-22,6,Online Purchase,708.69,Credit,Domestic,2,11.96,0,20.56,0
TXN002328,2024-11-20,22,POS Payment,1199.01,Debit,International,3,1.95,0,5.24,0
TXN002329,2024-05-23,18,ATM Withdrawal,196.99,Credit,International,2,4.94,0,66.11,0
TXN002330,2024-12-02,21,Bank Transfer,94.93,Debit,Domestic,1,1.68,0,70.74,0
TXN002331,2024-04-14,21,Online Purchase,401.09,Credit,Domestic,3,14.53,0,3.04,0
TXN002332,2024-06-06,0,Bank Transfer,53.38,Credit,Domestic,1,10.26,1,85.58,0
TXN002333,2024-08-13,12,POS Payment,82.6,Credit,Domestic,2,0.39,0,74.79,0
TXN002334,2024-08-23,6,ATM Withdrawal,394.14,Credit,International,3,7.19,0,132.68,0
TXN002335,2024-12-03,0,Bank Transfer,152.13,Debit,Domestic,3,4.03,0,6.31,0
TXN002336,2024-09-23,9,ATM Withdrawal,66.27,Debit,Domestic,2,8.15,1,45.92,0
TXN002337,2024-07-10,12,POS Payment,273.26,Debit,Domestic,4,2.76,1,12.39,0
TXN002338,2024-01-17,3,ATM Withdrawal,339.9,Debit,Domestic,1,0.95,0,25.49,0
TXN002339,2024-03-11,6,POS Payment,43.4,Debit,International,2,4.92,0,15.4,0
TXN002340,2024-03-22,5,POS Payment,91.08,Credit,Domestic,4,4.5,0,29.83,0
TXN002341,2024-09-23,5,ATM Withdrawal,72.52,Credit,Domestic,1,10.78,0,5.99,0
TXN002342,2024-03-08,20,Online Purchase,129.45,Debit,Domestic,3,7.17,0,18.09,0
TXN002343,2024-09-07,10,ATM Withdrawal,13643.21,Credit,International,4,4.44,0,3.68,0
TXN002344,2024-03-05,22,POS Payment,8436.29,Credit,International,4,8.6,0,33.85,1
TXN002345,2024-05-08,8,Online Purchase,281.57,Debit,Domestic,3,1.16,0,17.6,0
TXN002346,2024-03-08,21,ATM Withdrawal,11.58,Credit,Domestic,2,9.97,2,44.62,0
TXN002347,2024-11-25,6,POS Payment,48.33,Credit,Domestic,3,2.29,0,30.48,0
TXN002348,2024-03-05,8,ATM Withdrawal,73.17,Credit,International,1,4.27,1,13.98,1
TXN002349,2024-05-07,22,Bank Transfer,89.35,Debit,International,0,4.3,0,5.43,0
TXN002350,2024-11-05,5,Online Purchase,49.58,Credit,Domestic,4,7.04,1,69.98,0
TXN002351,2024-02-09,18,Online Purchase,142.04,Credit,Domestic,2,14.3,0,50.14,0
TXN002352,2024-02-20,13,POS Payment,12714.95,Credit,International,1,4.94,1,1.67,0
TXN002353,2024-01-04,0,Online Purchase,356.6,Credit,Domestic,0,4.29,0,227.18,0
TXN002354,2024-11-15,15,Online Purchase,397.46,Credit,Domestic,1,2.62,3,51.43,0
TXN002355,2024-08-06,8,POS Payment,223.49,Debit,Domestic,3,5.94,1,11.61,0
TXN002356,2024-02-10,22,Online Purchase,33.5,Credit,International,4,2.81,0,91.78,1
TXN002357,2024-10-27,14,International,562.01,Debit,Domestic,2,2.15,0,106.9,0
TXN002358,2024-10-09,18,International,852.69,Debit,International,2,12.87,1,42.63,0
TXN002359,2024-11-23,9,Online Purchase,66.53,Credit,Domestic,1,0.88,0,108.39,0
TXN002360,2024-05-24,15,Online Purchase,314.89,Credit,Domestic,6,10.69,1,1.48,0
TXN002361,2024-12-16,2,Bank Transfer,471.19,Credit,Domestic,1,3.12,0,145.17,0
TXN002362,2024-10-21,18,ATM Withdrawal,204.05,Debit,International,2,0.27,0,2.95,0
TXN002363,2024-02-03,12,Online Purchase,107.64,Credit,Domestic,3,11.95,0,51.42,0
TXN002364,2024-09-14,13,Bank Transfer,172.79,Credit,Domestic,6,10.56,0,21.22,0
TXN002365,2024-05-09,6,Online Purchase,189.5,Credit,International,2,5.08,0,2.01,0
TXN002366,2024-11-06,1,POS Payment,137.97,Credit,Domestic,3,1.28,0,132.46,0
TXN002367,2024-10-08,13,Online Purchase,674.25,Credit,International,1,5.47,0,7.27,1
TXN002368,2024-04-28,22,Online Purchase,350.53,Debit,Domestic,1,2.8,0,96.12,0
TXN002369,2024-11-02,22,Online Purchase,79.04,Credit,Domestic,1,13.99,1,20.05,0
TXN002370,2024-10-26,16,International,230.21,Credit,Domestic,4,7.99,0,67.58,0
TXN002371,2024-04-27,12,Bank Transfer,301.74,Debit,International,9,14.46,0,14.67,1
TXN002372,2024-10-09,1,POS Payment,4575.15,Debit,Domestic,5,5.33,0,43.79,0
TXN002373,2024-05-13,4,ATM Withdrawal,120.96,Credit,International,3,8.39,2,80.36,0
TXN002374,2024-04-19,3,Online Purchase,599.92,Credit,Domestic,2,2.93,0,41.76,0
TXN002375,2024-08-15,2,Online Purchase,8106.38,Credit,Domestic,4,12.15,0,18.3,0
TXN002376,2024-03-13,13,ATM Withdrawal,71.15,Credit,Domestic,4,0.71,2,13.29,0
TXN002377,2024-12-19,10,Bank Transfer,42.75,Credit,International,1,10.46,0,9.61,0
TXN002378,2024-03-22,7,Bank Transfer,192.57,Credit,Domestic,4,5.94,1,91.26,0
TXN002379,2024-04-03,22,Online Purchase,208.34,Credit,Domestic,2,8.72,2,47.2,0
TXN002380,2024-05-17,8,International,111.77,Debit,International,5,8.92,2,35.53,0
TXN002381,2024-10-16,15,Online Purchase,258.84,Credit,Domestic,4,10.69,0,14.36,0
TXN002382,2024-07-26,2,International,27.79,Credit,Domestic,3,3.14,0,28.44,0
TXN002383,2024-11-24,9,Online Purchase,49.2,Debit,Domestic,1,8.02,0,48.39,0
TXN002384,2024-10-16,0,ATM Withdrawal,207.57,Debit,Domestic,1,6.46,0,3.73,0
TXN002385,2024-02-03,8,Online Purchase,25.95,Credit,Domestic,5,4.3,0,22.37,0
TXN002386,2024-01-27,15,ATM Withdrawal,541.97,Credit,International,1,7.49,0,13.69,0
TXN002387,2024-08-18,8,Bank Transfer,48.33,Debit,Domestic,5,14.29,0,52.0,0
TXN002388,2024-07-24,11,ATM Withdrawal,290.15,Credit,Domestic,3,14.24,0,46.6,0
TXN002389,2024-11-20,0,ATM Withdrawal,134.07,Debit,International,3,4.25,0,17.79,0
TXN002390,2024-02-08,15,Bank Transfer,137.62,Debit,Domestic,5,13.27,0,2.13,0
TXN002391,2024-09-22,7,Bank Transfer,371.92,Credit,International,4,13.16,0,10.09,0
TXN002392,2024-12-23,13,POS Payment,183.02,Debit,Domestic,3,3.82,0,8.72,0
TXN002393,2024-04-18,13,Online Purchase,333.34,Debit,Domestic,2,9.02,1,42.01,0
TXN002394,2024-12-19,9,Bank Transfer,185.9,Debit,Domestic,2,13.06,1,9.27,0
TXN002395,2024-10-15,0,Bank Transfer,234.68,Credit,Domestic,2,7.77,2,32.92,0
TXN002396,2024-09-03,5,ATM Withdrawal,367.52,Debit,Domestic,5,5.61,0,47.66,0
TXN002397,2024-09-14,8,ATM Withdrawal,243.68,Debit,Domestic,3,9.8,0,105.83,0
TXN002398,2024-06-10,18,Online Purchase,249.03,Debit,Domestic,0,2.67,0,14.05,0
TXN002399,2024-10-08,21,Online Purchase,399.23,Debit,Domestic,1,2.51,0,10.28,0
TXN002400,2024-01-08,15,Online Purchase,754.41,Credit,Domestic,2,12.51,0,9.51,0
TXN002401,2024-08-21,18,Online Purchase,128.19,Credit,Domestic,4,0.72,1,22.35,0
TXN002402,2024-11-19,10,Bank Transfer,225.17,Credit,Domestic,1,12.07,0,52.37,0
TXN002403,2024-10-22,20,Bank Transfer,8407.17,Credit,Domestic,0,4.43,0,55.72,0
TXN002404,2024-04-05,10,International,121.1,Credit,Domestic,4,7.3,0,11.85,0
TXN002405,2024-06-13,13,Bank Transfer,142.78,Credit,Domestic,4,8.2,1,7.03,0
TXN002406,2024-04-21,6,Online Purchase,460.81,Credit,Domestic,2,11.53,0,29.77,0
TXN002407,2024-02-07,11,POS Payment,190.07,Debit,Domestic,2,13.27,0,7.61,0
TXN002408,2024-10-08,19,POS Payment,338.32,Debit,Domestic,1,12.08,0,83.81,0
TXN002409,2024-01-16,19,ATM Withdrawal,14.8,Debit,Domestic,2,8.63,2,4.38,0
TXN002410,2024-02-07,22,Bank Transfer,166.14,Credit,International,6,5.29,0,69.74,0
TXN002411,2024-04-12,4,International,588.96,Credit,Domestic,1,7.95,0,2.18,0
TXN002412,2024-05-03,0,ATM Withdrawal,73.5,Credit,Domestic,2,0.55,0,82.25,0
TXN002413,2024-09-10,10,International,18.01,Debit,Domestic,3,3.75,0,49.33,1
TXN002414,2024-11-04,14,Online Purchase,152.03,Debit,International,2,5.56,0,19.46,0
TXN002415,2024-03-05,9,Online Purchase,314.71,Credit,Domestic,4,4.86,0,26.0,0
TXN002416,2024-01-30,14,ATM Withdrawal,161.5,Debit,Domestic,6,1.52,1,55.98,0
TXN002417,2024-11-03,12,Bank Transfer,164.04,Debit,Domestic,7,0.86,0,10.27,0
TXN002418,2024-11-09,14,POS Payment,287.02,Debit,International,2,6.37,0,110.51,0
TXN002419,2024-11-03,1,International,83.39,Credit,Domestic,3,1.21,0,32.97,0
TXN002420,2024-09-21,21,ATM Withdrawal,358.47,Credit,Domestic,9,4.36,0,71.38,0
TXN002421,2024-11-09,12,Online Purchase,51.55,Credit,Domestic,3,7.17,0,35.33,0
TXN002422,2024-05-27,11,POS Payment,135.94,Credit,Domestic,4,3.23,0,30.1,0
TXN002423,2024-12-19,22,Bank Transfer,276.78,Credit,Domestic,2,1.29,0,31.71,0
TXN002424,2024-06-23,3,Online Purchase,450.6,Credit,Domestic,5,6.54,0,22.56,0
TXN002425,2024-01-07,11,ATM Withdrawal,401.99,Credit,International,4,6.78,3,65.98,0
TXN002426,2024-01-14,14,Bank Transfer,329.75,Credit,Domestic,1,13.74,0,93.59,0
TXN002427,2024-03-28,12,POS Payment,121.22,Credit,International,4,2.0,0,96.34,1
TXN002428,2024-11-08,1,ATM Withdrawal,42.61,Credit,Domestic,4,9.26,0,6.46,0
TXN002429,2024-07-11,19,Online Purchase,71.1,Credit,International,3,4.86,0,71.64,0
TXN002430,2024-03-18,15,International,510.31,Credit,International,1,1.94,1,11.15,1
TXN002431,2024-12-20,13,Bank Transfer,496.81,Debit,Domestic,5,5.96,0,0.61,0
TXN002432,2024-05-08,20,ATM Withdrawal,766.86,Debit,Domestic,4,6.48,0,16.11,0
TXN002433,2024-01-15,1,Online Purchase,29.76,Credit,Domestic,3,5.52,1,17.33,1
TXN002434,2024-09-27,16,Bank Transfer,202.4,Credit,Domestic,6,11.51,0,82.98,0
TXN002435,2024-03-10,15,Online Purchase,271.52,Debit,Domestic,2,12.6,0,67.82,0
TXN002436,2024-05-25,3,Online Purchase,320.04,Debit,International,4,2.32,0,4.42,0
TXN002437,2024-12-19,10,ATM Withdrawal,268.11,Credit,Domestic,5,2.6,0,19.72,0
TXN002438,2024-09-07,12,Online Purchase,377.43,Debit,Domestic,1,6.38,0,14.47,0
TXN002439,2024-07-17,5,Bank Transfer,14671.53,Credit,Domestic,0,4.87,0,45.25,0
TXN002440,2024-12-26,16,Online Purchase,59.44,Debit,Domestic,6,12.31,0,38.99,0
TXN002441,2024-02-18,0,Bank Transfer,67.22,Debit,Domestic,4,14.95,0,56.8,0
TXN002442,2024-02-12,8,Online Purchase,13.01,Credit,International,4,2.8,0,120.8,0
TXN002443,2024-09-02,20,Online Purchase,5179.72,Debit,Domestic,4,11.46,0,27.33,0
TXN002444,2024-06-03,17,Online Purchase,34.06,Credit,International,1,9.15,0,53.34,0
TXN002445,2024-02-07,10,International,106.96,Credit,Domestic,2,9.7,0,125.27,0
TXN002446,2024-02-27,13,POS Payment,257.36,Credit,Domestic,5,4.04,0,39.01,0
TXN002447,2024-12-16,1,Online Purchase,572.21,Debit,Domestic,5,1.55,1,18.43,1
TXN002448,2024-12-10,19,POS Payment,467.53,Credit,Domestic,3,8.19,3,25.78,0
TXN002449,2024-02-25,10,Bank Transfer,82.81,Debit,Domestic,6,9.24,2,70.25,0
TXN002450,2024-05-24,1,International,45.99,Debit,Domestic,3,14.45,0,63.65,0
TXN002451,2024-06-16,3,ATM Withdrawal,63.63,Credit,International,4,10.16,0,69.0,0
TXN002452,2024-05-24,12,Bank Transfer,895.0,Credit,Domestic,0,6.71,0,67.99,0
TXN002453,2024-09-09,5,Online Purchase,209.34,Credit,Domestic,1,14.91,0,126.57,0
TXN002454,2024-11-05,6,ATM Withdrawal,60.38,Debit,Domestic,2,5.66,0,72.2,0
TXN002455,2024-06-23,21,International,13594.62,Debit,Domestic,2,2.52,0,96.7,0
TXN002456,2024-09-23,19,ATM Withdrawal,135.71,Credit,Domestic,7,9.31,0,42.63,0
TXN002457,2024-05-31,2,Online Purchase,583.71,Debit,Domestic,3,4.07,0,51.67,0
TXN002458,2024-05-19,3,Online Purchase,85.51,Credit,International,3,13.84,2,171.66,0
TXN002459,2024-12-03,20,Bank Transfer,134.9,Credit,Domestic,2,6.48,0,102.13,0
TXN002460,2024-12-18,19,Bank Transfer,185.77,Credit,Domestic,6,2.33,0,75.11,0
TXN002461,2024-03-14,2,ATM Withdrawal,567.83,Debit,Domestic,2,2.21,0,57.84,0
TXN002462,2024-09-02,0,International,517.68,Debit,Domestic,5,9.78,0,22.2,0
TXN002463,2024-06-08,18,Online Purchase,223.54,Debit,Domestic,2,5.55,1,39.72,0
TXN002464,2024-11-05,20,Online Purchase,72.69,Credit,International,4,5.52,0,2.84,0
TXN002465,2024-11-19,12,International,139.11,Debit,Domestic,5,9.22,0,26.91,0
TXN002466,2024-03-13,13,Online Purchase,938.63,Credit,Domestic,2,3.4,0,5.93,0
TXN002467,2024-11-23,21,Online Purchase,243.98,Credit,International,3,2.27,0,65.22,1
TXN002468,2024-09-23,15,ATM Withdrawal,389.78,Credit,Domestic,1,9.89,0,111.43,0
TXN002469,2024-05-04,3,POS Payment,13765.57,Credit,Domestic,3,0.18,0,9.56,0
TXN002470,2024-05-06,16,Online Purchase,8190.77,Debit,Domestic,3,13.62,0,14.1,1
TXN002471,2024-05-14,9,International,150.07,Credit,International,2,2.83,0,97.24,1
TXN002472,2024-01-31,6,POS Payment,313.44,Debit,Domestic,3,6.77,1,44.07,0
TXN002473,2024-06-30,12,Online Purchase,486.74,Credit,Domestic,0,3.25,0,44.37,0
TXN002474,2024-03-23,12,Bank Transfer,187.0,Credit,Domestic,2,3.35,1,41.38,0
TXN002475,2024-09-18,21,ATM Withdrawal,173.9,Credit,Domestic,6,12.54,0,12.31,0
TXN002476,2024-11-29,13,ATM Withdrawal,113.99,Credit,Domestic,1,8.82,0,13.94,0
TXN002477,2024-03-29,5,POS Payment,58.73,Debit,Domestic,3,4.74,0,149.43,0
TXN002478,2024-02-04,15,International,710.24,Credit,Domestic,4,3.84,0,64.27,0
TXN002479,2024-11-27,8,Online Purchase,104.98,Debit,International,3,3.27,0,4.74,0
TXN002480,2024-10-20,19,ATM Withdrawal,413.23,Credit,Domestic,1,8.36,1,12.61,0
TXN002481,2024-10-16,15,ATM Withdrawal,324.12,Credit,Domestic,3,10.99,0,49.32,0
TXN002482,2024-03-23,20,ATM Withdrawal,401.26,Credit,Domestic,0,3.88,1,16.67,0
TXN002483,2024-03-14,20,ATM Withdrawal,700.24,Debit,Domestic,4,5.05,0,14.5,0
TXN002484,2024-12-18,11,Online Purchase,254.12,Credit,Domestic,2,10.83,0,11.3,0
TXN002485,2024-07-25,15,Bank Transfer,580.57,Debit,Domestic,2,11.09,0,10.27,0
TXN002486,2024-03-30,4,ATM Withdrawal,55.89,Credit,Domestic,2,3.19,0,47.51,0
TXN002487,2024-03-10,23,Online Purchase,256.35,Credit,Domestic,2,5.79,0,118.14,0
TXN002488,2024-10-07,10,POS Payment,379.9,Debit,International,5,13.06,0,22.4,0
TXN002489,2024-10-15,0,POS Payment,89.24,Credit,International,3,11.13,0,6.48,0
TXN002490,2024-11-29,9,ATM Withdrawal,347.49,Credit,Domestic,3,2.52,0,6.64,0
TXN002491,2024-08-15,10,Online Purchase,386.81,Debit,Domestic,2,5.85,0,135.67,0
TXN002492,2024-09-22,14,Bank Transfer,454.74,Credit,Domestic,2,14.6,1,37.62,0
TXN002493,2024-05-14,2,Online Purchase,103.81,Credit,Domestic,0,7.93,0,31.39,0
TXN002494,2024-03-17,23,Online Purchase,296.12,Credit,Domestic,3,10.82,0,110.7,0
TXN002495,2024-04-07,14,Bank Transfer,100.69,Credit,Domestic,4,1.47,0,35.37,0
TXN002496,2024-07-21,10,Online Purchase,345.85,Credit,International,4,12.5,0,32.75,0
TXN002497,2024-12-18,8,Online Purchase,165.43,Credit,International,3,9.11,0,130.63,0
TXN002498,2024-04-03,1,Online Purchase,237.54,Debit,Domestic,3,2.72,0,32.17,0
TXN002499,2024-08-01,11,Online Purchase,4290.94,Credit,Domestic,1,5.77,0,24.79,0
TXN002500,2024-12-02,19,Online Purchase,54.18,Debit,Domestic,4,1.34,0,43.57,0
TXN002501,2024-09-03,15,International,59.01,Credit,Domestic,3,11.68,0,189.12,0
TXN002502,2024-03-22,23,Online Purchase,30.19,Credit,Domestic,3,11.2,0,165.97,0
TXN002503,2024-02-05,15,Online Purchase,250.63,Credit,Domestic,4,7.4,3,74.72,0
TXN002504,2024-02-09,20,Online Purchase,482.02,Debit,Domestic,3,6.84,1,34.59,0
TXN002505,2024-02-27,0,International,15.26,Debit,Domestic,3,7.01,0,106.63,0
TXN002506,2024-02-21,15,ATM Withdrawal,27.13,Credit,International,4,0.66,0,27.18,0
TXN002507,2024-01-22,5,ATM Withdrawal,162.88,Credit,Domestic,1,5.59,0,51.1,0
TXN002508,2024-02-01,13,POS Payment,344.59,Debit,Domestic,1,2.01,0,9.89,0
TXN002509,2024-07-03,10,ATM Withdrawal,52.91,Debit,Domestic,5,2.85,0,54.13,0
TXN002510,2024-10-24,0,Online Purchase,89.24,Debit,International,0,14.44,3,16.16,0
TXN002511,2024-11-23,19,Online Purchase,75.99,Credit,International,6,4.0,0,73.87,0
TXN002512,2024-09-19,16,ATM Withdrawal,137.31,Debit,Domestic,2,7.31,0,26.73,0
TXN002513,2024-09-21,22,Online Purchase,73.72,Debit,International,4,13.33,1,25.41,0
TXN002514,2024-11-25,18,Bank Transfer,118.7,Credit,Domestic,1,6.26,0,68.63,0
TXN002515,2024-08-15,1,Online Purchase,335.99,Credit,Domestic,8,7.98,0,27.7,0
TXN002516,2024-01-03,13,Bank Transfer,246.05,Credit,Domestic,1,2.61,3,62.59,0
TXN002517,2024-08-17,7,Online Purchase,31.17,Credit,Domestic,7,4.35,0,96.57,0
TXN002518,2024-07-24,22,Online Purchase,13687.68,Debit,Domestic,1,7.64,0,7.36,0
TXN002519,2024-09-23,21,ATM Withdrawal,172.08,Debit,Domestic,0,5.54,0,32.6,0
TXN002520,2024-11-13,5,International,691.68,Credit,Domestic,1,0.67,0,144.94,1
